prism_id,last_name,first_name,middle_name,birth_year,birth_month,birth_day,bbref_id,fangraphs_id,mlbam_id,nfbc_id,sfbb_id,yahoo_id
vlzpcweb0d,,,,,,,jarvibr01,27477,686826,11031,,11968
vm5n35ysl8,,,,,,,smithsh02,31687,681343,12305,smithsh01,63967
vn6t43sjy0,,,,,,,gilbelo01,22250,669302,10712,gilbelo01,11381
vp9g6r8wld,,,,,,,paintan01,sa3017880,691725,11585,paintan01,60592
vpw0mfppym,,,,,,,birdsha01,31635,806185,12026,birdsha01,63627
vqkdd49bx0,,,,,,,bushky01,29823,681066,12143,bushky01,12453
vr31xjrc34,,,,,,,burleal01,27615,676475,11421,burleal01,12550
vsjer8pdbr,,,,,,,garciar01,16925,605244,9898,garciar01,10578
vtwx2pyftd,,,,,,,scottch01,30107,681035,11912,scottch01,60292
vw5vrsdj6h,,,,,,,shugach01,21544,663767,12150,,60888
vwqn0jzb34,,,,,,,robyte01,sa3014519,694358,11899,robyte01,60429
vx6m24pb84,,,,,,,longsa01,25379,669674,11220,longsa01,12205
vxnj6zdp7w,,,,,,,bummeaa01,16258,607481,9713,bummeaa01,10773
vz0zg4f7m8,,,,,,,henryto01,26285,674072,11030,henryto01,11969
vze2delw6m,,,,,,,phillty01,20629,663969,10734,phillty01,11400
w1jh3hwx3m,,,,,,,crismna01,17732,622503,10887,crismna01,12020
w20ydbw3zm,,,,,,,hanigmi01,14274,571745,9431,hanigmi01,10369
w27n8sc42w,,,,,,,garvemi01,15161,641598,9549,garvemi01,10789
w282qfnk2m,,,,,,,roberda08,8241,502085,7384,roberda08,8287
w2dvbtzv0w,,,,,,,pintajo01,33980,702752,12418,,65952
w3d7m80qmw,,,,,,,hoskirh01,16472,656555,9725,hoskirh01,10556
w3hy2smnz0,,,,,,,smithca07,35108,701358,12331,smithca01,64330
w3j5re2mzw,,,,,,,solerjo01,14221,624585,8331,solerjo01,9228
w3r6lk3j20,,,,,,,coxau01,24604,680735,10934,coxau01,11469
w4jbwgxz5h,,,,,,,mlodzca01,27572,669387,11810,mlodzca01,12169
w4vnt3g2hr,,,,,,,crewsdy01,33541,686611,11922,crewsdy01,62971
w5b938wxgd,,,,,,,monteco01,21547,663796,11767,monteco01,60689
w8y9dz0jbr,,,,,,,sternju01,27694,686993,12097,,63720
w999fd2pym,,,,,,,suareeu01,12552,553993,8805,suareeu01,9724
w99n89pr80,,,,,,,abreuwi02,23772,677800,11709,abreuwi02,12731
w99y831fww,,,,,,,manzaky01,29794,700932,11600,manzaky01,60411
wc66clfg7h,,,,,,,headrbr01,27702,687396,11689,,12727
wd10g6jhqw,,,,,,,fairbpe01,17998,664126,10634,fairbpe01,11597
wd1pjg73zh,,,,,,,greenri03,25976,682985,10822,greenri01,11760
wevg7y5f1m,,,,,,,burrry01,17536,621114,10084,,11139
wg27ttznvh,,,,,,,delucjo01,26365,676356,11681,delucjo01,12726
wglw5l6z3h,,,,,,,perezci01,19614,672335,9869,perezci01,10644
wgwvjhhx00,,,,,,,tayloty01,13675,621438,10114,tayloty01,10195
wh1nnf5308,,,,,,,espinsa01,19997,669289,10781,espinsa01,11556
wh37zrpchr,,,,,,,mantijo01,14857,573009,9450,mantijo01,10393
wjlexvchjd,,,,,,,merryju01,16703,657240,9859,merryju01,11192
wkdg1s9x70,,,,,,,sogarni01,25483,686765,12138,,60891
wl972mr7p8,,,,,,,canaral01,22842,672744,10129,canaral01,11385
wlfgcq8xb8,,,,,,,mizeca01,20492,663554,10159,mizeca01,11083
wlgqz6yz50,,,,,,,winnma01,27479,691026,10899,winnma01,12025
wlnkzm5ybw,,,,,,,cosgrto01,23443,676680,11699,,12756
wlq8qz0s5h,,,,,,,queroed01,28022,700337,12191,queroed01,12457
wm51792zmr,,,,,,,garcilu05,23735,677651,11003,garcilu05,11903
wm73lg9hnw,,,,,,,leedy01,19996,669276,10842,leedy01,12275
wm8lyskv9h,,,,,,,estrath01,16426,642731,9894,estrath01,10923
wmbn5wx6fh,,,,,,,escarjc01,20084,641555,12242,escarjc01,60671
wmr2bje1tm,,,,,,,backhky01,679775,679775,12407,,60553
wn4jx5ydrm,,,,,,,urenajo01,11589,570632,9010,urenajo01,9931
wnp1zzbh5d,,,,,,,kentza01,25703,687849,11714,,12724
wphtzfkekh,,,,,,,varlagu01,24737,681402,11731,varlagu01,12772
wqhnl9yh00,,,,,,,rogerja03,19452,668670,10531,rogerja03,10900
wr7lpzxfhh,,,,,,,phillev01,17734,623465,9635,phillev01,11052
wrl4gf5glr,,,,,,,jungjo01,26299,673962,10980,jungjo01,11850
wv0556ts1w,,,,,,,stratch01,13761,608717,9292,stratch01,10311
wv8qp9r1g0,,,,,,,kingjo01,22051,667463,11094,,12059
wvbxmsrqc8,,,,,,,mcgeeea01,22176,668834,11579,mcgeeea01,12705
wx81tpmg34,,,,,,,mccarja02,21622,664983,10226,mccarja02,11265
wxhhn2gwb8,,,,,,,grissva01,26031,687093,11531,grissva01,12361
wxw4hqwrv4,,,,,,,horwisp01,26477,687462,11434,horwisp01,12742
wymyh4w7ym,,,,,,,enrigni01,25553,663671,11722,enrigni01,12769
wz8m2tjgkw,,,,,,,bandaan01,14706,607455,9563,bandaan01,10413
wzgej52ljw,,,,,,,santaca01,2396,467793,7514,santaca01,8619
wzywlpzbcw,,,,,,,francty01,17982,664034,10485,francty01,11231
x0rxqsm04w,,,,,,,millety01,19976,668338,10777,,11698
x13668rmfh,,,,,,,meltoja01,31661,689200,12046,meltoja01,60184
x2sy0c0350,,,,,,,guerrvl02,19611,665489,9785,guerrvl02,10621
x2zgb6shz8,,,,,,,schneda03,23565,676914,11838,schneda03,61681
x3p8lfkmeh,,,,,,,toglimi01,25845,669911,11080,toglimi01,11759
x5f747991w,,,,,,,paddach01,20099,663978,10161,paddach01,10575
x6mv361y7d,,,,,,,venezan01,27453,685107,11870,venezan01,62082
x6yrjterzd,,,,,,,quintjo01,11423,500779,8280,quintjo01,9176
x72s5jqzkh,,,,,,,tuckeky01,18345,663656,9787,tuckeky01,10480
x73bdgh0b4,,,,,,,erceglu01,19360,668674,9921,erceglu01,10659
x762qn0bv0,,,,,,,martiju01,24453,679885,11666,martiju01,12750
x7bb7sxmp8,,,,,,,hergeke01,15369,643361,11539,,12675
x9nkx4w9d8,,,,,,,sandopa02,19447,663776,10308,sandopa02,11478
x9q32gsp1w,,,,,,,mayerma01,29668,691785,11934,mayerma01,12375
xc711fcqhr,,,,,,,blewesc01,16427,656240,10452,,10488
xf3y0cz9mm,,,,,,,legumca01,25921,668984,11690,,12728
xfc1wet9lh,,,,,,,varlalo01,27691,686973,11424,varlalo01,12695
xfxrm25vwh,,,,,,,toroab01,19844,647351,10001,toroab01,11642
xgjqnd45mm,,,,,,,stromma01,13431,573186,8721,stromma01,9637
xgmfnnn5cm,,,,,,,mortoch02,4676,450203,6918,mortoch02,8270
xgskkcb3yr,,,,,,,wallsta01,22458,670764,10955,wallsta01,11891
xgxzwgq018,,,,,,,smithdy01,30145,681916,12404,smithdy01,12425
xh75vmt8y8,,,,,,,rookebr01,19627,667670,10149,rookebr01,10917
xhqnfch8sw,,,,,,,pettych02,30170,695534,12045,pettych02,12484
xjbxbgn4l8,,,,,,,hayeske01,18577,663647,10262,hayeske01,10566
xjpl19qsqd,,,,,,,halvose01,33294,678020,12169,halvose01,63214
xk0n6xr3bm,,,,,,,weavelu01,16918,596133,9430,weavelu01,10217
xk8emrxd5m,,,,,,,wagnewi01,29634,695238,12151,wagnewi01,61682
xl1z86e7gd,,,,,,,schulpa01,25501,687606,12383,,65397
xlh503n348,,,,,,,petermi01,20827,656848,12107,,63448
xm3r7p32t8,,,,,,,bradfco01,27597,674003,11792,bradfco01,60440
xm7pb59fjw,,,,,,,duranez01,23733,677649,11370,duranez01,11886
xp3whtvmc0,,,,,,,villada01,24782,681584,11510,villada01,12651
xqefs7qnmw,,,,,,,crawfjp01,15491,641487,8694,crawfjp01,9610
xqh3j312qr,,,,,,,olsonre01,24968,681857,11594,olsonre01,12429
xrky4963jr,,,,,,,milladr01,25643,686452,11849,,12587
xrz075be5r,,,,,,,kittran01,12828,552640,9706,kittran01,10763
xt25l8ebdh,,,,,,,hergeji01,17556,623474,10501,hergeji01,11203
xt783zt154,,,,,,,litteza01,15823,641793,9860,litteza01,11035
xv4ghztfjd,,,,,,,devanca01,25688,687478,12425,,61743
xwfenvbp4w,,,,,,,hollija01,31781,702616,11751,hollija01,60090
xxq453n06m,,,,,,,robinch04,19824,642020,11532,,12669
xxsyb0t0ld,,,,,,,trejoal01,20056,676701,11036,trejoal01,11945
xy5dw2k034,,,,,,,brujavi01,20536,660644,9987,brujavi01,11395
xy6l5263xd,,,,,,,mckentr01,18000,663474,9965,mckentr01,10462
xymfpjbmpr,,,,,,,berrost01,22766,672642,12113,berrost01,61812
xyp3npyz3h,,,,,,,ramirer02,10314,541640,8242,ramirer02,9135
y1mnd23nd4,,,,,,,peralwa01,14295,593974,9448,peralwa01,10391
y1qpdg5t34,,,,,,,sabroer01,24978,681870,12167,,63091
y218njyfh4,,,,,,,owensty01,26030,687074,12295,,63527
y2ed0w6sl0,,,,,,,wellsty01,20000,669330,11193,wellsty01,12114
y2kqpj4mpm,,,,,,,paganem01,14771,641941,9652,paganem01,10691
y2mqjn8f2r,,,,,,,tatisfe02,19709,665487,9948,tatisfe02,10639
y2t10fr51r,,,,,,,schwaky01,16478,656941,8940,schwaky01,9861
y3jwgys4xd,,,,,,,riverem01,19890,656896,11231,riverem01,11473
y44lddnx8r,,,,,,,gombeau01,16561,596295,9847,gombeau01,11006
y49yq74y4m,,,,,,,vavrate01,24400,679631,10429,vavrate01,11303
y5qcrfhv1m,,,,,,,bednada01,19569,670280,10681,bednada01,11645
y6re58sg4r,,,,,,,azocajo01,18821,640492,11446,azocajo01,10476
y7461vzl5w,,,,,,,mathequ01,sa3023407,687273,12192,mathequ01,62874
y7b4h2hyvm,,,,,,,zastrro01,15094,642239,9435,,10371
y7wc100l9m,,,,,,,acostma02,27963,691185,12290,,11848
y80pwcw504,,,,,,,reaco01,12317,607067,9124,reaco01,10048
y8r8nxqemd,,,,,,,megiltr01,17722,656730,10804,megiltr01,11717
yc77q48550,,,,,,,mollsa01,14874,594580,9498,mollsa01,10178
ydq67n1ehd,,,,,,,,sa3017914,672021,12278,,64001
yeed20xl9h,,,,,,,rasmudr01,25385,656876,10807,rasmudr01,11789
yj0x72c9q0,,,,,,,goodmhu01,29715,696100,11848,goodmhu01,12409
yk4k1er088,,,,,,,rengilu01,19858,650859,9609,rengilu01,11210
yk8t3kemeh,,,,,,,herreiv01,20599,671056,10220,herreiv01,11836
ykn111ez8w,,,,,,,yateski01,9073,489446,8808,yateski01,9727
yl57zqqbrr,,,,,,,ellarfr01,29530,686642,12136,,60627
ylqeeqepc8,,,,,,,taillja01,11674,592791,7886,taillja01,9123
ynp1xrjv78,,,,,,,gervapa01,31571,801434,12417,,63919
yp3dymzkw4,,,,,,,johnsry01,35325,696270,12368,,64367
ypp62bv758,,,,,,,smithwi05,19197,669257,10363,smithwi05,10642
yr1d63w2ew,,,,,,,estraje01,22210,669093,11553,estraje01,12687
ysx5t6934h,,,,,,,dunnida01,19409,641540,10174,dunnida01,10451
ytql4t4mt0,,,,,,,lowena01,19566,663993,10296,lowena01,11090
yvnlffqkpm,,,,,,,verdual01,17027,657077,9757,verdual01,10505
ywekevdz0w,,,,,,,kimhy02,35322,808975,12214,kimhy02,64858
ywgyqkn9kh,,,,,,,wongco01,19896,657136,10937,wongco01,11483
ywwd2sy274,,,,,,,grovemi01,23221,675627,11055,grovemi01,11332
yxrv54hzg8,,,,,,,hartlge01,19558,664129,10623,hartlge01,11587
yzqgs6pggr,,,,,,,eatonna01,25055,681987,11515,eatonna01,12656
z0dz1e1t5m,,,,,,,wallnma01,26466,670242,11576,wallnma01,11795
z1cn7e08c4,,,,,,,ashbyaa01,23550,676879,10372,ashbyaa01,11489
z1qwtvmh74,,,,,,,vesiaal01,25007,681911,10784,vesiaal01,11920
z28y2njr34,,,,,,,chengts01,28344,691907,11998,,63486
z3qkd60n88,,,,,,,lasorjo01,25481,686747,11798,,60624
z444fb5vnm,,,,,,,faedoal01,19874,656412,10127,faedoal01,10880
z4sdsjf7qh,,,,,,,perezsa02,7304,521692,8134,perezsa02,9015
z4y1jjq1fw,,,,,,,martich02,11847,455119,8768,martich02,9684
z56eq0xgmw,,,,,,,lynchda02,21537,663738,10176,lynchda02,11322
z5ypjzw7ld,,,,,,,lucchjo01,19320,664192,9952,lucchjo01,10941
z72n72j3fr,,,,,,,devench02,12763,606965,9342,devench02,10264
z85yq85ez0,,,,,,,smithca06,27867,671922,11982,smithca06,60016
z86ndx53y0,,,,,,,lawreju01,17639,664875,10499,lawreju01,11207
z9jtdtsq8r,,,,,,,schanno01,33189,694384,11844,schanno01,62953
z9pw7ntb9r,,,,,,,nootbla01,21454,663457,11225,nootbla01,12212
zb5hmd0pyh,,,,,,,brebbjo01,12777,605154,9664,brebbjo01,10711
zbns9hg4l4,,,,,,,mccoyma01,22232,669200,11851,,60770
zc871jlqr8,,,,,,,meyerja02,20308,676694,10999,meyerja01,11913
zcdd8ndwz8,,,,,,,,sa3015579,691858,12263,,63609
zcmvz5sc94,,,,,,,munozan01,20373,662253,10134,munozan01,11526
zcz6fs97zd,,,,,,,volpean01,27647,683011,11325,volpean01,11809
zdtpzsc1p8,,,,,,,kelenja01,22558,672284,10230,kelenja01,11382
ze72vfhj5d,,,,,,,martise01,21045,661527,11293,,12273
zeb60s5q8r,,,,,,,ortizlu03,27646,682847,11572,ortizlu03,12699
zed050f2l8,,,,,,,gonzaro01,21562,663853,11276,gonzaro01,12262
zfdvvllx24,,,,,,,banksta01,16990,621383,11444,banksta01,12593
zfl4cm1dsd,,,,,,,eovalna01,9132,543135,8130,eovalna01,9007
zg6df9fpmd,,,,,,,maydu01,19716,669160,10189,maydu01,10898
zhfnjq9p3w,,,,,,,carteev01,27790,694497,11753,carteev01,12563
zjjflfpv7m,,,,,,,campegu01,22707,672569,12185,,62499
zlb613bpvd,,,,,,,nunezdo01,15055,624513,10673,nunezdo01,10650
znbecqt5nh,,,,,,,sprinje01,17677,605488,10067,sprinje01,11121
zp8tkfxt8h,,,,,,,ornelti01,22566,672359,10343,ornelti01,11376
zqc2pvldvw,,,,,,,millebo06,27483,676272,11073,millebo06,12037
zqy3hkvsbh,,,,,,,kranima01,22175,668820,10909,,11977
zqzl32tfnh,,,,,,,soriage01,21863,666277,11684,,12751
zst146vygd,,,,,,,wilsowe01,19358,642215,11840,wilsowe01,60595
zt0h7t3wz8,,,,,,,walkejo03,23617,677020,11793,,12492
ztj0rjng8r,,,,,,,huffsa01,22209,669087,10826,huffsa01,11849
ztsfxzrjk8,,,,,,,turnbsp01,16207,605513,9893,turnbsp01,10180
zvxwrv85hm,,,,,,,olsonma02,14344,621566,8690,olsonma02,9605
zw18bswkf4,,,,,,,diazjh01,20298,646242,11291,,11432
zwfqldx7hr,,,,,,,drisclo01,25475,686482,12172,drisclo01,60885
zwgjkx38gm,,,,,,,jaxgr01,20253,643377,11218,jaxgr01,12203
zwk7xf8srm,,,,,,,perezeu02,27768,691587,11591,perezeu02,12468
zx51q8l04m,,,,,,,florewi01,5827,527038,7538,florewi01,9483
zys999p3dm,,,,,,,livelbe01,14932,594902,8960,livelbe01,9881
zz3j5814vr,,,,,,,crookji01,31354,699625,12450,,60406
zzw7zfl3qh,,,,,,,sproabr01,33850,687075,12198,sproabr01,63017
